CountyFIPS,County,CNTY,VTD,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap
209,HAYS,209,0423B,2090423B,5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,HOPKINS,223,001A,223001A,5868,1987,1344,643,14,193,368,557,1467,1032,435,7,133,240,372
237,JACK,237,0003,2370003,5991,296,198,98,4,13,79,87,204,149,55,4,5,43,47
25,BEE,25,0010,250010,183,2838,437,2401,32,110,2241,2328,1987,338,1649,29,64,1543,1602
29,BEXAR,29,2181G,292181G,601,36,9,27,1,7,27,27,25,9,16,1,4,16,16
41,BRAZOS,41,0074,410074,1265,5221,2237,2984,908,770,1556,2056,5172,2223,2949,898,766,1536,2033
91,COMAL,91,0407,910407,1932,3721,2959,762,66,38,579,606,2792,2267,525,38,27,390,412
113,DALLAS,113,4112,1134112,2765,1868,1257,611,117,114,312,419,1848,1255,593,113,113,300,406
113,DALLAS,113,3321,1133321,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,MCLENNAN,309,0043,3090043,6675,1244,690,554,32,223,295,500,1008,621,387,28,135,208,337
367,PARKER,367,0120,3670120,7342,3555,2853,702,34,66,436,500,2600,2165,435,24,30,259,288
439,TARRANT,439,1518,4391518,8006,2127,503,1624,66,1220,350,1541,1760,472,1288,53,946,293,1216
439,TARRANT,439,2464,4392464,8175,569,347,222,66,62,86,147,450,291,159,48,46,55,101
453,TRAVIS,453,0271,4530271,8839,3374,2486,888,446,53,344,389,2401,1800,601,292,38,230,263
479,WEBB,479,0267,4790267,9257,5019,131,4888,24,62,4795,4852,3458,99,3359,18,60,3280,3337
141,EL PASO,141,0116,1410116,3429,7419,677,6742,191,486,6133,6522,5127,484,4643,121,309,4212,4482
187,GUADALUPE,187,0212,1870212,4096,253,79,174,4,26,140,164,208,77,131,2,21,100,121
201,HARRIS,201,0543,2010543,4760,3984,259,3725,25,87,3594,3661,3018,242,2776,18,56,2686,2731
201,HARRIS,201,0960,2010960,5178,3360,391,2969,223,1934,835,2728,2450,328,2122,151,1400,575,1951
221,HOOD,221,0107,2210107,5842,1257,1106,151,5,9,86,93,941,847,94,3,7,47,52
241,JASPER,241,0008,2410008,6011,1628,678,950,12,824,84,907,1188,550,638,5,561,48,609
21,BASTROP,21,2015,212015,160,4581,2941,1640,64,570,887,1434,3582,2457,1125,42,406,581,974
29,BEXAR,29,3097,293097,701,24,19,5,0,0,3,3,11,10,1,0,0,1,1
41,BRAZOS,41,0051,410051,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CAMERON,61,0002,610002,1414,905,318,587,13,5,569,573,737,303,434,13,4,416,420
95,CONCHO,95,0408,950408,1955,1387,786,601,14,73,521,585,1299,752,547,12,67,471,532
141,EL PASO,141,0093,1410093,3406,2208,239,1969,16,51,1918,1941,1751,202,1549,12,28,1508,1525
453,TRAVIS,453,0242,4530242,8816,8429,1961,6468,354,668,5419,5971,6379,1777,4602,309,508,3744,4170
485,WICHITA,485,0407,4850407,9357,900,790,110,8,8,61,67,711,636,75,3,4,40,44
491,WILLIAMSON,491,0166,4910166,9406,3572,2168,1404,368,288,681,943,3048,1944,1104,293,244,517,737
309,MCLENNAN,309,0068,3090068,6701,1692,1352,340,10,46,222,260,1333,1093,240,8,30,150,177
329,MIDLAND,329,0204,3290204,6824,6243,4289,1954,140,296,1377,1647,4798,3457,1341,91,196,941,1127
355,NUECES,355,0078,3550078,7193,2490,110,2380,10,351,2041,2361,1908,95,1813,6,267,1547,1803
355,NUECES,355,0126,3550126,7242,7016,2822,4194,514,358,3364,3647,5005,2174,2831,346,263,2212,2440
367,PARKER,367,0320,3670320,7365,2945,2429,516,26,40,359,395,2268,1931,337,12,23,223,245
439,TARRANT,439,1165,4391165,7906,415,171,244,2,22,222,238,297,140,157,2,10,145,153
171,GILLESPIE,171,0008,1710008,3947,420,304,116,2,2,91,93,347,261,86,0,0,65,65
187,GUADALUPE,187,0305,1870305,4119,6675,3202,3473,437,979,2068,2944,4917,2488,2429,297,698,1358,2010
201,HARRIS,201,0443,2010443,4660,816,610,206,79,25,90,113,613,468,145,59,16,57,72
201,HARRIS,201,0983,2010983,5201,5953,2133,3820,881,1126,1805,2888,4327,1679,2648,626,784,1205,1970
245,JEFFERSON,245,0083,2450083,6111,1952,1434,518,82,107,290,390,1463,1146,317,62,56,172,225
309,MCLENNAN,309,0020,3090020,6652,1218,424,794,44,383,374,724,950,378,572,38,277,247,515
61,CAMERON,61,0065,610065,1477,5553,372,5181,12,35,5140,5153,3749,300,3449,6,16,3422,3427
85,COLLIN,85,0097,850097,1726,1530,1280,250,63,47,117,157,1236,1068,168,38,26,79,100
99,CORYELL,99,0103,990103,1975,545,405,140,8,12,104,115,416,321,95,8,2,73,74
113,DALLAS,113,2016,1132016,2224,4103,3197,906,302,183,380,530,3430,2745,685,230,121,278,386
121,DENTON,121,4211,1214211,3137,5400,4511,889,151,134,429,554,4107,3521,586,95,96,278,366
141,EL PASO,141,0073,1410073,3386,2138,98,2040,10,37,1998,2018,1748,90,1658,9,30,1621,1641
303,LUBBOCK,303,0038,3030038,6552,2977,789,2188,13,302,1882,2123,2144,629,1515,3,202,1287,1474
381,RANDALL,381,0204,3810204,7465,6033,4326,1707,270,223,1093,1301,4651,3473,1178,190,157,716,864
419,SHELBY,419,01SW,41901SW,7714,1883,1312,571,26,194,318,511,1466,1043,423,16,166,216,381
439,TARRANT,439,1388,4391388,7963,7956,1768,6188,1481,3409,1226,4516,5936,1471,4465,1104,2359,904,3191
157,FORT BEND,157,1148A,1571148A,3635,19438,9052,10386,3273,2445,4407,6743,12547,6081,6466,2047,1487,2753,4190
167,GALVESTON,167,0353,1670353,3884,7390,3988,3402,300,657,2298,2915,5910,3476,2434,233,491,1589,2054
215,HIDALGO,215,0004,2150004,5556,5173,201,4972,28,40,4925,4934,3737,169,3568,26,10,3531,3533
215,HIDALGO,215,0253,2150253,5805,721,129,592,1,5,582,584,576,129,447,1,3,437,439
245,JEFFERSON,245,0026,2450026,6054,3896,2014,1882,266,988,555,1529,3131,1718,1413,215,720,423,1131
265,KERR,265,0405,2650405,6303,1977,1652,325,16,16,234,249,1689,1472,217,11,8,153,161
39,BRAZORIA,39,0009,390009,1122,5764,2177,3587,47,1708,1821,3509,5351,2043,3308,32,1627,1633,3248
81,COKE,81,0001,810001,1620,834,603,231,4,6,189,190,623,467,156,2,3,120,121
113,DALLAS,113,4088,1134088,2745,3376,115,3261,27,193,3052,3206,2433,87,2346,18,145,2182,2302
113,DALLAS,113,1171,1131171,2118,3451,2276,1175,152,308,616,917,2853,1915,938,124,247,489,730
113,DALLAS,113,3612,1133612,2616,4206,436,3770,49,3094,621,3689,3310,392,2918,37,2445,410,2849
135,ECTOR,135,0403,1350403,3243,5997,256,5741,14,601,5123,5695,4346,196,4150,7,448,3685,4120
349,NAVARRO,349,0307,3490307,7073,935,487,448,25,50,341,390,709,422,287,9,33,216,248
397,ROCKWALL,397,003AB,397003AB,7571,96,70,26,1,3,22,24,65,54,11,0,3,8,10
439,TARRANT,439,4602,4394602,8567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,TARRANT,439,2002,4392002,8069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,FORT BEND,157,3139,1573139,3741,2936,395,2541,2109,305,125,424,2215,294,1921,1593,236,91,322
201,HARRIS,201,0023,2010023,4239,3628,50,3578,53,278,3257,3510,2510,37,2473,46,236,2193,2416
209,HAYS,209,0205,2090205,5450,5608,2095,3513,165,446,2862,3244,3993,1645,2348,124,289,1891,2153
231,HUNT,231,0108,2310108,5948,3340,1757,1583,30,495,971,1448,2454,1371,1083,21,373,621,983
291,LIBERTY,291,0009,2910009,6446,4701,4052,649,19,93,433,516,3497,3091,406,9,64,263,321
339,MONTGOMERY,339,0046,3390046,6944,6117,3513,2604,527,804,1213,1969,4023,2397,1626,326,502,745,1226
13,ATASCOSA,13,0009,130009,103,5009,990,4019,63,85,3840,3886,3598,823,2775,36,60,2627,2662
29,BEXAR,29,1102,291102,352,2115,483,1632,17,69,1528,1586,1594,407,1187,9,50,1101,1148
29,BEXAR,29,3077,293077,681,2923,1682,1241,148,72,1006,1068,2392,1451,941,92,53,766,815
29,BEXAR,29,4119,294119,930,922,421,501,47,57,400,452,826,392,434,46,56,334,386
85,COLLIN,85,0134,850134,1763,6806,2717,4089,1900,1214,860,2053,4511,1900,2611,1237,763,519,1270
111,DALLAM,111,0003,1110003,2012,36,36,0,0,0,0,0,32,32,0,0,0,0,0
455,TRINITY,455,0003,4550003,9008,656,596,60,3,10,18,26,569,527,42,2,10,11,19
485,WICHITA,485,0208,4850208,9337,603,396,207,4,33,148,179,471,331,140,2,20,102,121
497,WISE,497,0022,4970022,9586,1654,1333,321,11,22,239,250,1318,1094,224,2,9,169,174
245,JEFFERSON,245,0063,2450063,6091,1724,73,1651,9,1397,229,1619,1282,68,1214,8,1048,145,1189
275,KNOX,275,0101,2750101,6340,836,561,275,9,30,225,249,667,473,194,4,22,155,176
413,SCHLEICHER,413,0001,4130001,7677,592,289,303,7,14,294,298,451,252,199,4,10,192,196
439,TARRANT,439,1555,4391555,8012,72,9,63,1,37,25,61,58,9,49,0,32,16,48
439,TARRANT,439,1244,4391244,7926,306,138,168,5,39,110,144,205,115,90,4,17,56,70
453,TRAVIS,453,0163,4530163,8759,4968,1981,2987,625,885,1430,2240,3801,1612,2189,458,657,1008,1629
141,EL PASO,141,0036,1410036,3349,3919,422,3497,139,165,3185,3320,3384,397,2987,123,140,2697,2825
149,FAYETTE,149,301W,149301W,3598,2399,1831,568,31,137,372,491,1922,1545,377,27,84,239,317
201,HARRIS,201,0791,2010791,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,HARRIS,201,0214,2010214,4431,2558,1447,1111,650,87,357,440,1935,1161,774,450,59,243,300
201,HARRIS,201,1040,2011040,5258,3845,223,3622,253,548,2821,3341,2683,186,2497,222,403,1867,2258
201,HARRIS,201,0463,2010463,4680,5293,1166,4127,379,1957,1820,3684,4108,1026,3082,312,1428,1325,2705
29,BEXAR,29,1039,291039,289,8087,396,7691,57,284,7431,7624,5413,304,5109,38,156,4945,5066
29,BEXAR,29,3139B,293139B,744,134,83,51,19,7,31,31,89,55,34,18,1,14,14
41,BRAZOS,41,0093,410093,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CALDWELL,55,0101,550101,1371,1182,449,733,16,103,611,699,896,372,524,9,73,435,498
113,DALLAS,113,2401,1132401,2367,5020,2629,2391,329,517,1458,1945,4095,2336,1759,265,383,1031,1394
121,DENTON,121,2070,1212070,2994,273,144,129,43,49,34,81,189,105,84,36,30,13,43
309,MCLENNAN,309,0062,3090062,6695,5637,3720,1917,185,665,975,1604,4588,3188,1400,132,476,690,1161
365,PANOLA,365,0007,3650007,7322,1044,760,284,2,234,32,264,786,563,223,0,190,23,212
439,TARRANT,439,3363,4393363,8318,5047,3154,1893,227,586,984,1531,3522,2298,1224,147,387,606,979
439,TARRANT,439,3720,4393720,8404,2788,2292,496,100,62,221,278,2147,1821,326,59,35,141,176
453,TRAVIS,453,0405,4530405,8945,5048,1606,3442,189,677,2562,3163,4012,1416,2596,147,512,1870,2353
491,WILLIAMSON,491,0150,4910150,9400,8476,3130,5346,244,1125,3921,4911,6573,2689,3884,182,790,2809,3539
181,GRAYSON,181,0104,1810104,3990,1453,1191,262,21,22,150,168,1153,968,185,15,15,97,109
187,GUADALUPE,187,0119,1870119,4076,2507,1571,936,28,75,807,869,2044,1355,689,23,41,589,630
201,HARRIS,201,0854,2010854,5072,383,4,379,1,102,282,379,300,4,296,0,92,208,296
201,HARRIS,201,0400,2010400,4617,22,0,22,0,6,13,16,15,0,15,0,4,7,10
215,HIDALGO,215,0147,2150147,5699,577,27,550,13,9,532,534,352,16,336,9,6,322,324
215,HIDALGO,215,0061,2150061,5613,6235,205,6030,50,47,5959,5972,4325,148,4177,43,25,4122,4127
29,BEXAR,29,3040,293040,644,2806,1295,1511,113,133,1236,1343,2222,1085,1137,76,108,915,1007
29,BEXAR,29,1138,291138,389,3243,757,2486,238,490,1771,2193,2578,645,1933,178,389,1346,1695
29,BEXAR,29,1144,291144,395,2643,1875,768,118,146,511,627,2454,1851,603,75,105,396,490
29,BEXAR,29,3034,293034,638,3053,2431,622,61,46,445,486,2478,2027,451,41,38,305,339
113,DALLAS,113,4513,1134513,2808,7997,1179,6818,118,1999,4660,6575,5585,1025,4560,95,1304,3106,4374
113,DALLAS,113,4507,1134507,2802,2421,218,2203,39,844,1345,2154,1676,176,1500,21,641,849,1470
453,TRAVIS,453,0225,4530225,8802,3538,2258,1280,475,132,593,710,2977,1911,1066,388,116,492,600
459,UPSHUR,459,0009,4590009,9051,2894,2295,599,17,317,165,480,2228,1793,435,6,242,102,343
459,UPSHUR,459,0003,4590003,9045,2264,1668,596,14,137,359,488,1748,1348,400,6,103,220,319
479,WEBB,479,0457,4790457,9300,87,15,72,1,5,70,70,70,13,57,1,5,55,55
201,HARRIS,201,0500,2010500,4717,6754,2936,3818,659,1278,1848,3065,5153,2417,2736,494,924,1276,2163
309,MCLENNAN,309,0006,3090006,6638,2352,195,2157,13,129,2026,2128,1684,175,1509,9,79,1414,1486
337,MONTAGUE,337,0010,3370010,6887,1762,1276,486,12,24,386,409,1319,1001,318,10,11,246,256
337,MONTAGUE,337,0004,3370004,6881,1154,906,248,1,9,187,196,839,677,162,1,6,117,123
355,NUECES,355,0021,3550021,7136,607,310,297,30,24,215,229,531,287,244,29,16,168,180
439,TARRANT,439,4551,4394551,8553,7228,3570,3658,344,1074,2120,3118,5089,2749,2340,231,654,1340,1963
113,DALLAS,113,3111,1133111,2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,DALLAS,113,3117,1133117,2559,108,33,75,0,64,8,72,104,33,71,0,60,8,68
201,HARRIS,201,0257,2010257,4474,11527,680,10847,472,3390,7136,10295,7925,562,7363,370,2239,4798,6925
201,HARRIS,201,0748,2010748,4966,4479,1590,2889,428,922,1552,2396,3478,1367,2111,329,644,1117,1718
201,HARRIS,201,0754,2010754,4972,5145,129,5016,162,2958,1959,4832,3414,112,3302,107,2052,1185,3188
201,HARRIS,201,0506,2010506,4723,5861,435,5426,383,2531,2543,4995,4574,384,4190,315,2071,1809,3842
29,BEXAR,29,4225,294225,1036,915,399,516,44,90,379,455,692,321,371,32,61,277,331
29,BEXAR,29,2125,292125,538,5046,1446,3600,433,650,2598,3149,3329,1053,2276,280,405,1607,1974
29,BEXAR,29,2082,292082,495,3443,381,3062,45,199,2839,2983,2557,346,2211,35,128,2050,2153
113,DALLAS,113,4043,1134043,2702,2893,99,2794,17,532,2251,2761,2043,75,1968,13,450,1499,1939
113,DALLAS,113,3982,1133982,2659,5658,2583,3075,1032,605,1292,1870,4059,1998,2061,719,395,824,1212
113,DALLAS,113,1703,1131703,2161,7234,1118,6116,1389,823,3890,4672,5248,968,4280,1070,567,2610,3163
339,MONTGOMERY,339,0087,3390087,6987,8055,5051,3004,720,783,1351,2066,5297,3397,1900,460,516,819,1298
345,MOTLEY,345,0004,3450004,7030,270,241,29,3,1,17,18,219,203,16,2,1,6,7
391,REFUGIO,391,0004,3910004,7528,940,219,721,20,167,548,692,707,171,536,13,119,403,512
449,TITUS,449,0002,4490002,8653,1032,472,560,13,168,365,524,758,382,376,10,129,225,348
29,BEXAR,29,1111,291111,361,5452,1131,4321,257,522,3583,4037,4078,930,3148,186,391,2569,2929
201,HARRIS,201,0909,2010909,5127,4131,2040,2091,798,384,874,1235,2776,1416,1360,531,245,558,795
113,DALLAS,113,2090,1132090,2276,103,41,62,8,15,40,54,81,34,47,7,13,27,40
413,SCHLEICHER,413,0004,4130004,7680,644,422,222,11,12,198,202,483,344,139,6,7,120,122
355,NUECES,355,0112,3550112,7228,3306,1021,2285,71,184,2051,2187,2652,903,1749,51,128,1558,1669
29,BEXAR,29,4188,294188,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,HARRIS,201,0612,2010612,4829,4566,3349,1217,116,191,795,974,3382,2587,795,85,128,486,606
113,DALLAS,113,2045,1132045,2250,2651,1805,846,187,159,441,591,2096,1463,633,152,113,313,426
117,DEAF SMITH,117,0002,1170002,2914,4598,743,3855,14,67,3743,3773,3185,607,2578,12,40,2490,2509
135,ECTOR,135,0303,1350303,3229,4262,973,3289,61,254,2949,3153,3296,844,2452,48,187,2195,2346
241,JASPER,241,0017,2410017,6020,1543,1398,145,13,28,69,96,1157,1081,76,6,17,34,50
341,MOORE,341,0301,3410301,7016,5340,1165,4175,267,164,3664,3809,3811,961,2850,183,101,2483,2577
121,DENTON,121,3159,1213159,3083,8048,4556,3492,240,636,2372,2961,5975,3661,2314,188,421,1487,1895
113,DALLAS,113,1732,1131732,2190,2981,667,2314,966,617,734,1337,2309,586,1723,771,434,507,937
189,HALE,189,0203,1890203,4148,1352,125,1227,10,88,1138,1210,970,107,863,8,55,796,849
349,NAVARRO,349,0109,3490109,7059,741,359,382,7,46,306,347,529,292,237,4,22,194,216
439,TARRANT,439,1012,4391012,7849,3942,1260,2682,143,1096,1425,2482,2945,1100,1845,115,788,913,1684
201,HARRIS,201,0737,2010737,4955,71,21,50,0,10,40,48,61,21,40,0,9,31,39
29,BEXAR,29,1068,291068,318,5413,988,4425,177,477,3815,4214,3564,733,2831,93,271,2429,2678
187,GUADALUPE,187,0308,1870308,4122,2911,1733,1178,131,245,768,990,2170,1352,818,86,173,507,667
201,HARRIS,201,0969,2010969,5187,792,2,790,6,709,74,777,625,2,623,4,567,46,610
31,BLANCO,31,0102,310102,1042,2768,2043,725,29,34,570,600,2234,1714,520,15,27,404,428
453,TRAVIS,453,0230,4530230,8805,5522,3929,1593,791,105,570,662,4521,3254,1267,655,75,445,510
201,HARRIS,201,0757,2010757,4975,8920,380,8540,1071,3831,3704,7424,6160,314,5846,804,2637,2411,4998
53,BURNET,53,0008,530008,1357,1607,1209,398,10,73,265,334,1337,1061,276,8,48,177,221
453,TRAVIS,453,0345,4530345,8888,4193,2547,1646,451,170,923,1073,3366,2099,1267,335,135,713,833
121,DENTON,121,4178,1214178,3103,3050,1557,1493,229,329,871,1178,2475,1365,1110,193,251,596,834
201,HARRIS,201,0800,2010800,5018,7238,2905,4333,406,1508,2437,3852,5448,2383,3065,303,1071,1658,2681
51,BURLESON,51,0113,510113,1337,1040,742,298,11,91,165,254,824,611,213,8,67,112,177
451,TOM GREEN,451,0421,4510421,8699,5020,3032,1988,220,280,1393,1646,3959,2550,1409,174,191,957,1137
201,HARRIS,201,0015,2010015,4231,4111,2954,1157,650,48,390,436,2941,2216,725,395,29,251,278
249,JIM WELLS,249,0009,2490009,6146,1362,132,1230,2,9,1221,1228,921,118,803,2,4,798,802
41,BRAZOS,41,0040,410040,1231,4863,3734,1129,309,115,566,664,3865,3037,828,238,88,402,482
121,DENTON,121,4220,1214220,3146,4131,2742,1389,69,181,982,1144,3014,2102,912,47,108,628,727
255,KARNES,255,0003,2550003,6209,154,119,35,2,4,29,32,127,104,23,1,2,20,21
439,TARRANT,439,1586,4391586,8018,32,0,32,6,15,8,23,24,0,24,5,11,5,16
453,TRAVIS,453,0170,4530170,8762,6411,1931,4480,328,1317,2815,4045,5018,1701,3317,254,985,2015,2958
439,TARRANT,439,2058,4392058,8081,62,34,28,5,5,17,22,49,29,20,5,5,9,14
133,EASTLAND,133,0009,1330009,3209,657,595,62,1,6,41,47,583,535,48,0,3,34,37
201,HARRIS,201,0694,2010694,4912,3131,666,2465,526,922,1034,1905,2226,549,1677,410,561,697,1236
233,HUTCHINSON,233,0011,2330011,5977,2753,1835,918,21,89,688,762,1932,1421,511,14,36,353,386
329,MIDLAND,329,0207,3290207,6827,4356,2526,1830,57,442,1230,1645,3415,2055,1360,43,345,891,1222
41,BRAZOS,41,0102,410102,1294,9,6,3,0,1,2,3,4,3,1,0,1,0,1
113,DALLAS,113,1328,1131328,2144,45,7,38,4,13,22,34,31,3,28,3,10,14,24
245,JEFFERSON,245,0055,2450055,6083,443,9,434,4,377,51,428,368,9,359,3,312,43,355
191,HALL,191,0101,1910101,4168,713,308,405,11,98,294,386,523,265,258,3,61,185,243
439,TARRANT,439,1117,4391117,7892,2697,1950,747,104,92,453,532,2209,1644,565,80,70,337,400
113,DALLAS,113,2309,1132309,2359,3801,1046,2755,1271,887,586,1441,3397,990,2407,1117,777,488,1246
57,CALHOUN,57,0007,570007,1400,3696,1479,2217,541,103,1521,1606,2862,1252,1610,414,82,1057,1135
187,GUADALUPE,187,0221,1870221,4105,45,16,29,0,1,29,29,44,16,28,0,0,28,28
113,DALLAS,113,2110,1132110,2296,1295,35,1260,16,244,1002,1235,947,27,920,11,190,719,903
453,TRAVIS,453,0386C,4530386C,8931,61,45,16,5,0,8,8,43,35,8,1,0,7,7
121,DENTON,121,1053,1211053,2977,785,307,478,31,290,142,427,619,265,354,24,203,115,316
61,CAMERON,61,0051,610051,1463,3820,126,3694,5,15,3677,3685,2590,101,2489,5,10,2478,2484
339,MONTGOMERY,339,0055,3390055,6953,4025,1654,2371,19,90,2211,2290,2692,1277,1415,18,65,1296,1358
39,BRAZORIA,39,0055,390055,1168,5246,2679,2567,79,916,1538,2389,3893,2131,1762,53,629,1019,1623
227,HOWARD,227,0045,2270045,5914,1494,811,683,42,75,571,630,1082,648,434,30,51,354,397
113,DALLAS,113,2025,1132025,2233,3073,2667,406,141,36,183,212,2654,2346,308,103,24,136,157
29,BEXAR,29,2012,292012,424,2990,81,2909,22,41,2863,2885,2230,69,2161,16,25,2124,2141
201,HARRIS,201,0926,2010926,5144,5572,2151,3421,924,667,1794,2416,3984,1607,2377,651,462,1213,1656
201,HARRIS,201,0632,2010632,4849,100,49,51,1,10,39,49,68,35,33,1,10,21,31
141,EL PASO,141,0022,1410022,3335,4562,1035,3527,121,144,3251,3357,3680,900,2780,94,105,2554,2639
121,DENTON,121,3116,1213116,3040,9235,2524,6711,4122,1569,988,2495,7056,2089,4967,3074,1154,694,1817
201,HARRIS,201,0863,2010863,5081,953,34,919,8,572,346,904,700,32,668,5,430,238,660
183,GREGG,183,0015,1830015,4042,3901,1708,2193,16,692,1406,2080,2818,1332,1486,9,552,856,1402
439,TARRANT,439,1351,4391351,7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,ELLIS,139,1018,1391018,3272,5611,1525,4086,42,1014,3004,3991,4069,1274,2795,14,739,2000,2735
337,MONTAGUE,337,0013,3370013,6890,1298,1104,194,1,5,105,109,1002,862,140,1,4,72,75
453,TRAVIS,453,0471,4530471,8994,6879,1761,5118,251,634,4212,4764,5035,1478,3557,173,436,2904,3303
39,BRAZORIA,39,0078,390078,1191,4823,1604,3219,84,1308,1780,3066,4056,1401,2655,65,1180,1376,2537
121,DENTON,121,4181,1214181,3106,6650,4165,2485,380,678,1283,1912,4840,3201,1639,259,428,827,1243
121,DENTON,121,2096,1212096,3020,5144,2876,2268,1563,200,401,590,3607,2035,1572,1100,138,257,391
201,HARRIS,201,0717,2010717,4935,4185,143,4042,296,1466,2296,3713,3090,124,2966,267,1136,1561,2674
29,BEXAR,29,1005,291005,255,1516,80,1436,6,21,1419,1430,1182,62,1120,2,14,1109,1118
37,BOWIE,37,008C,37008C,1105,3336,2231,1105,13,613,354,954,2878,1930,948,9,536,299,826
453,TRAVIS,453,0253,4530253,8825,6169,1323,4846,675,880,3341,4121,4300,1081,3219,539,595,2096,2645
201,HARRIS,201,0777,2010777,4995,3785,218,3567,42,189,3325,3499,2487,165,2322,34,104,2164,2264
423,SMITH,423,0074,4230074,7786,961,730,231,97,69,53,122,798,627,171,66,67,31,98
15,AUSTIN,15,0311,150311,126,2349,612,1737,33,437,1264,1659,1732,488,1244,25,318,876,1182
201,HARRIS,201,0675A,2010675A,4892,5997,2681,3316,156,794,2294,3047,4336,2105,2231,117,551,1492,2013
27,BELL,27,0309,270309,229,1826,1330,496,26,102,324,410,1492,1130,362,18,71,228,292
453,TRAVIS,453,0173,4530173,8765,2165,1344,821,82,212,492,695,1733,1129,604,57,163,349,510
35,BOSQUE,35,0009,350009,1062,1566,983,583,18,61,444,497,1219,824,395,9,37,301,337
173,GLASSCOCK,173,0004,1730004,3956,275,147,128,1,10,121,125,188,106,82,1,9,77,81
321,MATAGORDA,321,001A,321001A,6764,3869,1891,1978,62,181,1695,1845,2897,1562,1335,42,127,1113,1230
21,BASTROP,21,4024,214024,169,3724,1650,2074,42,175,1803,1958,2690,1335,1355,27,117,1152,1266
201,HARRIS,201,0820,2010820,5038,2742,694,2048,170,660,1207,1830,1988,556,1432,125,478,800,1261
453,TRAVIS,453,0120,4530120,8722,4494,770,3724,56,995,2713,3656,3429,726,2703,40,868,1809,2647
181,GRAYSON,181,0204,1810204,3999,166,103,63,0,2,60,62,126,83,43,0,1,42,43
453,TRAVIS,453,0322,4530322,8868,3891,3149,742,304,51,327,368,2941,2433,508,193,34,224,252
121,DENTON,121,3139,1213139,3063,6383,4325,2058,1097,244,560,791,4889,3446,1443,742,190,378,565
439,TARRANT,439,1270,4391270,7932,1289,467,822,30,206,575,775,957,420,537,23,145,356,498
29,BEXAR,29,1022,291022,272,1643,49,1594,4,11,1589,1589,1231,34,1197,4,6,1194,1194
123,DEWITT,123,0201,1230201,3166,725,447,278,3,47,226,261,555,361,194,3,30,157,181
113,DALLAS,113,1304,1131304,2127,3215,755,2460,60,408,1969,2358,2334,662,1672,47,287,1315,1593
339,MONTGOMERY,339,0096,3390096,6996,8372,3783,4589,706,1205,2506,3664,5768,2770,2998,496,736,1631,2343
187,GUADALUPE,187,0218,1870218,4102,145,30,115,0,2,114,115,98,19,79,0,1,79,79
105,CROCKETT,105,0002,1050002,1998,802,348,454,8,5,435,437,594,306,288,8,4,273,275
219,HOCKLEY,219,0016,2190016,5828,2838,1782,1056,13,107,899,997,2199,1465,734,10,91,591,679
201,HARRIS,201,0949,2010949,5167,3047,527,2520,390,1212,920,2112,2420,466,1954,310,982,664,1631
29,BEXAR,29,2094,292094,507,194,126,68,11,1,47,48,152,108,44,6,1,28,29
195,HANSFORD,195,0003,1950003,4188,389,231,158,0,3,148,148,300,185,115,0,0,105,105
439,TARRANT,439,1739,4391739,8061,223,14,209,3,171,34,201,123,9,114,2,94,18,112
61,CAMERON,61,0031,610031,1443,595,102,493,2,3,488,488,431,92,339,2,3,337,337
